category_numeric,amt,state_numeric,job_numeric,trans_hour,month_name_numeric,dayOfWeek_numeric,is_fraud
12,113.24,22,12,3,7,0,0
7,95.19,0,5,3,7,0,0
11,77.78,9,10,3,7,0,0
6,475.58,28,0,3,7,0,0
9,109.3,27,19,3,7,0,0
11,66.83,28,19,3,7,0,0
4,103.97,2,21,3,7,0,0
13,49.68,2,14,4,7,0,0
11,67.43,18,14,4,7,0,0
6,14.44,16,4,4,7,0,0
3,20.29,19,0,4,7,0,0
12,116.83,1,20,4,7,0,0
11,38.33,2,21,4,7,0,0
12,90.78,2,10,4,7,0,0
7,271.2,8,8,4,7,0,0
9,24.4,17,7,4,7,0,0
12,231.33,8,9,4,7,0,0
12,80.15,4,4,4,7,0,0
11,67.75,2,10,5,7,0,0
8,65.83,21,10,5,7,0,0
7,4.31,12,5,5,7,0,0
11,58.74,0,20,5,7,0,0
4,7.85,0,5,5,7,0,0
12,112.39,15,19,5,7,0,0
7,7.79,17,3,5,7,0,0
12,135.42,1,1,5,7,0,0
12,59.19,10,7,5,7,0,0
13,35.28,1,1,5,7,0,0
4,5.23,9,10,5,7,0,0
12,102.35,1,1,5,7,0,0
3,47.39,4,2,5,7,0,0
3,2.43,25,16,5,7,0,0
11,79.99,15,19,5,7,0,0
12,135.1,31,9,5,7,0,0
4,5.0,24,17,6,7,0,0
11,89.69,11,14,6,7,0,0
6,12.15,8,9,6,7,0,0
4,8.4,33,15,6,7,0,0
7,3.34,23,16,6,7,0,0
11,62.19,4,2,6,7,0,0
7,97.7,16,4,6,7,0,0
4,1.98,4,2,6,7,0,0
12,207.92,5,5,6,7,0,0
11,88.83,6,11,6,7,0,0
11,33.25,4,4,6,7,0,0
4,2.54,6,19,6,7,0,0
12,93.28,4,4,7,7,0,0
12,117.99,5,7,7,7,0,0
12,93.08,28,3,7,7,0,0
4,1.46,31,9,7,7,0,0
13,48.96,20,18,7,7,0,0
6,3.01,2,14,7,7,0,0
12,110.48,21,10,7,7,0,0
6,36.47,2,14,7,7,0,0
9,6.99,4,2,7,7,0,0
4,9.83,12,5,7,7,0,0
6,75.47,16,4,8,7,0,0
12,120.87,3,3,8,7,0,0
9,9.32,8,8,8,7,0,0
13,58.76,1,1,8,7,0,0
12,187.12,14,13,8,7,0,0
13,53.32,2,9,8,7,0,0
12,87.15,1,20,8,7,0,0
9,3.07,6,19,8,7,0,0
12,117.34,21,13,8,7,0,0
11,78.01,0,12,8,7,0,0
12,179.48,16,4,8,7,0,0
11,54.96,10,7,9,7,0,0
13,52.02,35,3,9,7,0,0
11,45.02,4,4,9,7,0,0
12,76.62,8,2,9,7,0,0
13,34.16,2,8,9,7,0,0
6,2.1,11,19,9,7,0,0
11,62.33,9,10,9,7,0,0
6,2.03,31,15,9,7,0,0
11,66.27,14,21,9,7,0,0
3,67.14,11,20,9,7,0,0
6,193.15,1,11,9,7,0,0
12,94.55,6,11,9,7,0,0
9,6.99,11,19,9,7,0,0
12,176.13,1,11,10,7,0,0
12,98.39,6,19,10,7,0,0
4,4.02,30,15,10,7,0,0
9,1.17,30,15,10,7,0,0
9,3.83,0,0,10,7,0,0
3,55.0,23,16,10,7,0,0
12,104.21,29,6,10,7,0,0
11,72.93,17,3,10,7,0,0
7,1.75,2,2,10,7,0,0
11,43.28,13,1,11,7,0,0
11,48.71,4,4,11,7,0,0
11,66.76,2,10,11,7,0,0
11,109.26,25,16,11,7,0,0
12,157.55,23,16,11,7,0,0
12,107.8,7,2,11,7,0,0
6,98.16,0,5,11,7,0,0
4,164.28,29,6,11,7,0,0
4,8.53,15,19,11,7,0,0
3,16.88,8,8,11,7,0,0
3,9.16,11,2,11,7,0,0
4,5.55,21,9,11,7,0,0
3,616.41,5,5,12,7,0,0
9,28.97,1,11,12,7,0,0
2,10.65,2,9,12,7,0,0
3,3.39,18,14,12,7,0,0
5,66.05,11,3,12,7,0,0
1,128.98,21,10,12,7,0,0
9,9.54,1,1,12,7,0,0
2,59.46,11,19,12,7,0,0
7,4.04,22,12,12,7,0,0
2,24.2,21,13,12,7,0,0
10,9.5,6,11,12,7,0,0
3,94.21,16,4,12,7,0,0
2,68.93,8,9,12,7,0,0
2,36.46,7,16,12,7,0,0
1,150.94,14,19,13,7,0,0
5,44.06,14,21,13,7,0,0
8,81.98,26,8,13,7,0,0
5,5.13,7,15,13,7,0,0
0,72.69,27,19,13,7,0,0
4,7.32,21,13,13,7,0,0
8,236.22,4,4,13,7,0,0
5,27.89,11,21,13,7,0,0
0,182.51,5,5,13,7,0,0
1,48.45,14,19,13,7,0,0
3,9.12,11,21,13,7,0,0
5,70.19,12,5,13,7,0,0
0,13.52,2,14,13,7,0,0
5,75.17,7,2,14,7,0,0
1,38.44,11,19,14,7,0,0
1,7.49,18,14,14,7,0,0
1,186.83,7,16,14,7,0,0
2,73.76,8,9,14,7,0,0
5,110.77,7,16,14,7,0,0
2,54.58,2,8,14,7,0,0
5,5.52,13,1,14,7,0,0
2,72.14,27,19,14,7,0,0
1,22.62,2,2,14,7,0,0
8,4.85,13,1,14,7,0,0
2,22.5,6,11,14,7,0,0
0,80.54,14,19,14,7,0,0
7,6.33,6,6,14,7,0,0
3,32.88,8,9,14,7,0,0
5,71.45,5,7,14,7,0,0
8,85.32,11,11,14,7,0,0
8,49.15,2,9,14,7,0,0
8,7.59,1,1,14,7,0,0
6,147.31,2,14,14,7,0,0
5,86.15,17,3,14,7,0,0
5,1.11,11,21,14,7,0,0
5,75.19,11,11,14,7,0,0
8,51.67,19,0,14,7,0,0
5,34.6,1,1,14,7,0,0
0,43.76,22,12,14,7,0,0
2,20.67,0,0,14,7,0,0
5,56.24,11,14,14,7,0,0
10,5.56,21,13,14,7,0,0
5,21.36,24,17,15,7,0,0
4,9.93,2,10,15,7,0,0
1,146.31,17,3,15,7,0,0
1,92.24,15,19,15,7,0,0
0,28.18,21,13,15,7,0,0
0,76.13,7,2,15,7,0,0
8,60.81,7,2,15,7,0,0
1,2.23,4,4,15,7,0,0
2,7.41,33,15,15,7,0,0
2,44.32,8,2,15,7,0,0
3,54.22,14,19,15,7,0,0
7,4.79,13,1,15,7,0,0
2,26.75,9,10,15,7,0,0
5,36.57,31,9,15,7,0,0
4,2.37,1,1,15,7,0,0
3,30.38,10,7,16,7,0,0
1,88.63,29,20,16,7,0,0
3,68.29,20,18,16,7,0,0
2,13.31,16,4,16,7,0,0
3,169.94,23,16,16,7,0,0
1,51.88,7,2,16,7,0,0
2,19.62,11,21,16,7,0,0
1,56.16,6,11,16,7,0,0
5,18.63,6,19,16,7,0,0
0,26.5,11,3,16,7,0,0
4,59.13,16,4,16,7,0,0
2,2.83,15,19,16,7,0,0
3,92.64,28,3,16,7,0,0
8,58.14,2,9,16,7,0,0
2,43.3,21,10,16,7,0,0
0,74.18,7,2,16,7,0,0
9,6.97,6,11,16,7,0,0
0,28.31,7,16,16,7,0,0
2,24.95,18,14,16,7,0,0
4,3.22,14,19,16,7,0,0
10,6.43,3,3,16,7,0,0
3,66.37,12,5,16,7,0,0
1,29.72,12,5,16,7,0,0
9,3.82,21,13,16,7,0,0
2,4.13,28,19,16,7,0,0
1,21.66,13,18,16,7,0,0
8,115.22,13,1,16,7,0,0
8,86.52,8,9,16,7,0,0
1,212.47,6,11,17,7,0,0
0,95.82,13,18,17,7,0,0
2,50.9,0,5,17,7,0,0
2,22.41,14,13,17,7,0,0
5,16.76,11,2,17,7,0,0
2,21.91,7,15,17,7,0,0
3,5.67,6,19,17,7,0,0
9,3.62,2,9,17,7,0,0
2,16.7,13,1,17,7,0,0
3,163.17,16,4,17,7,0,0
3,68.06,28,3,17,7,0,0
3,54.52,2,9,17,7,0,0
8,5.3,11,14,17,7,0,0
3,154.16,9,10,17,7,0,0
8,48.59,28,3,17,7,0,0
3,27.35,5,5,17,7,0,0
1,133.57,0,0,17,7,0,0
1,48.69,35,3,17,7,0,0
4,4.7,14,19,17,7,0,0
0,73.96,20,18,17,7,0,0
3,12.64,7,15,17,7,0,0
1,79.0,5,10,17,7,0,0
3,3.89,2,2,18,7,0,0
1,52.65,28,3,18,7,0,0
10,3.9,6,19,18,7,0,0
5,7.89,4,2,18,7,0,0
1,2.09,0,5,18,7,0,0
0,57.74,7,16,18,7,0,0
9,3.27,1,1,18,7,0,0
2,78.83,33,20,18,7,0,0
6,195.04,2,2,18,7,0,0
2,85.22,9,8,18,7,0,0
3,73.69,20,18,18,7,0,0
1,20.07,11,12,18,7,0,0
10,1.25,8,8,18,7,0,0
2,9.84,4,2,18,7,0,0
3,50.92,1,1,18,7,0,0
10,7.03,0,0,18,7,0,0
4,8.45,10,7,18,7,0,0
1,50.54,0,0,18,7,0,0
2,28.58,21,13,18,7,0,0
9,27.25,7,16,18,7,0,0
4,27.52,2,9,18,7,0,0
2,53.44,1,1,18,7,0,0
0,3.14,6,19,19,7,0,0
3,69.47,7,15,19,7,0,0
9,5.13,18,14,19,7,0,0
3,16.49,4,4,19,7,0,0
8,23.91,13,18,19,7,0,0
1,13.38,8,8,19,7,0,0
9,2.11,13,18,19,7,0,0
8,59.59,16,4,19,7,0,0
2,37.96,7,15,19,7,0,0
1,29.82,0,5,19,7,0,0
0,69.16,22,12,19,7,0,0
2,135.87,17,3,19,7,0,0
2,1.72,26,8,19,7,0,0
12,53.61,14,19,19,7,0,0
1,23.43,23,16,19,7,0,0
4,5.74,11,14,19,7,0,0
4,4.23,16,4,20,7,0,0
4,47.77,11,3,20,7,0,0
9,3.66,2,10,20,7,0,0
0,74.34,6,11,20,7,0,0
8,6.64,25,21,20,7,0,0
4,1.78,18,14,20,7,0,0
4,5.22,21,13,20,7,0,0
1,27.07,1,1,20,7,0,0
4,3.22,1,1,20,7,0,0
5,71.98,27,19,20,7,0,0
0,88.26,18,14,20,7,0,0
1,71.92,15,6,20,7,0,0
5,1.68,10,7,20,7,0,0
9,7.5,7,16,20,7,0,0
0,55.82,11,2,20,7,0,0
1,194.98,6,11,20,7,0,0
9,6.14,25,18,21,7,0,0
1,53.05,25,18,21,7,0,0
10,467.8,11,12,21,7,0,0
8,68.5,7,2,21,7,0,0
9,47.34,1,11,21,7,0,0
9,33.33,16,4,21,7,0,0
8,14.45,10,7,21,7,0,0
2,53.69,11,12,21,7,0,0
1,6.48,31,9,21,7,0,0
5,12.47,13,1,21,7,0,0
3,34.96,2,2,21,7,0,0
1,51.13,30,15,21,7,0,0
5,15.79,11,21,21,7,0,0
1,19.69,0,0,21,7,0,0
1,28.07,2,14,21,7,0,0
8,90.76,2,14,21,7,0,0
4,3.31,7,16,21,7,0,0
0,21.6,6,19,21,7,0,0
10,2.09,15,19,21,7,0,0
2,28.62,4,1,22,7,0,0
0,73.71,31,15,22,7,0,0
1,97.54,25,16,22,7,0,0
9,8.15,2,14,22,7,0,0
3,64.93,27,19,22,7,0,0
6,3.3,11,14,22,7,0,0
3,281.85,1,11,22,7,0,0
1,54.66,30,0,22,7,0,0
0,231.59,6,11,22,7,0,0
0,13.93,9,10,22,7,0,0
9,1.98,6,6,22,7,0,0
0,1.11,2,10,22,7,0,0
1,27.1,19,0,22,7,0,0
9,8.64,7,15,22,7,0,0
3,123.7,6,6,22,7,0,0
3,67.24,27,19,22,7,0,0
3,24.5,2,2,22,7,0,0
2,22.54,2,9,22,7,0,0
4,6.98,11,14,22,7,0,0
2,148.39,10,7,22,7,0,0
4,5.86,13,18,23,7,0,0
5,16.99,25,16,23,7,0,0
3,50.21,29,20,23,7,0,0
0,46.83,16,15,23,7,0,0
3,85.26,7,2,23,7,0,0
8,143.8,4,2,23,7,0,0
6,6.35,1,1,23,7,0,0
2,73.87,25,16,23,7,0,0
3,5.61,17,3,23,7,0,0
4,8.28,2,10,23,7,0,0
0,36.06,29,20,23,7,0,0
0,32.96,8,9,23,7,0,0
0,118.82,14,21,23,7,0,0
7,2.42,6,6,23,7,0,0
4,2.82,15,5,23,7,0,0
11,65.29,28,3,0,7,1,0
9,3.02,11,11,0,7,1,0
7,2.44,1,1,0,7,1,0
9,9.08,12,5,0,7,1,0
11,46.87,22,12,0,7,1,0
12,120.19,5,7,0,7,1,0
4,9.17,31,9,0,7,1,0
12,206.28,16,4,0,7,1,0
12,280.58,24,17,0,7,1,1
11,62.64,15,5,0,7,1,0
9,9.07,29,20,0,7,1,0
6,32.91,8,9,0,7,1,0
7,9.24,0,5,0,7,1,0
11,70.59,25,16,0,7,1,0
7,5.51,21,10,1,7,1,0
7,32.15,2,7,1,7,1,0
9,904.25,19,0,1,7,1,0
12,171.47,5,5,1,7,1,0
12,115.31,11,14,1,7,1,0
12,143.2,5,7,1,7,1,0
9,4.54,0,5,1,7,1,0
12,149.66,31,15,1,7,1,0
7,3.04,4,2,1,7,1,0
13,45.16,33,15,1,7,1,0
6,94.3,2,9,1,7,1,0
11,70.29,9,10,1,7,1,0
12,128.8,31,9,1,7,1,0
9,66.87,20,1,1,7,1,0
6,1.72,1,20,1,7,1,0
6,42.26,2,14,1,7,1,0
9,701.87,26,8,1,7,1,0
7,24.09,8,9,1,7,1,0
11,78.8,11,12,2,7,1,0
12,114.08,30,14,2,7,1,0
13,47.3,8,2,2,7,1,0
6,2.89,33,15,2,7,1,0
11,56.91,8,9,2,7,1,0
12,192.24,2,14,2,7,1,0
12,97.35,6,11,2,7,1,0
7,38.71,11,20,2,7,1,0
13,60.09,8,2,2,7,1,0
6,2.74,1,20,2,7,1,0
11,72.79,5,10,2,7,1,0
9,81.03,1,20,2,7,1,0
7,7.76,17,3,2,7,1,0
7,219.73,2,8,3,7,1,0
9,2.4,30,15,3,7,1,0
7,1.85,1,1,3,7,1,0
12,147.55,11,19,3,7,1,0
11,80.11,27,19,3,7,1,0
13,56.06,10,7,3,7,1,0
11,63.54,11,12,3,7,1,0
9,9.44,21,13,3,7,1,0
12,195.82,2,8,3,7,1,0
9,222.17,31,15,3,7,1,0
12,130.2,4,4,3,7,1,0
11,53.61,22,12,3,7,1,0
11,79.91,31,9,3,7,1,0
7,111.13,28,3,4,7,1,0
11,50.94,13,1,4,7,1,0
12,104.25,2,10,4,7,1,0
12,142.09,28,19,4,7,1,0
11,81.26,2,10,4,7,1,0
11,63.91,11,12,4,7,1,0
12,99.12,22,12,4,7,1,0
8,83.19,15,19,4,7,1,0
13,12.64,3,3,4,7,1,0
9,105.45,21,10,4,7,1,0
6,1.41,12,5,4,7,1,0
9,9.52,9,8,4,7,1,0
6,80.17,15,6,5,7,1,0
7,7.31,4,4,5,7,1,0
11,67.65,28,3,5,7,1,0
12,159.87,9,10,5,7,1,0
13,25.82,5,10,5,7,1,0
12,141.3,22,12,5,7,1,0
11,70.2,5,5,5,7,1,0
12,174.57,29,20,5,7,1,0
12,91.35,11,2,5,7,1,0
6,3.62,1,20,5,7,1,0
11,79.72,16,15,5,7,1,0
9,1.85,26,8,5,7,1,0
11,42.83,4,1,6,7,1,0
12,86.88,2,10,6,7,1,0
3,19.8,25,16,6,7,1,0
4,2.75,25,16,6,7,1,0
11,58.98,29,20,6,7,1,0
11,116.47,14,19,6,7,1,0
7,196.1,23,16,6,7,1,0
6,5.51,26,8,6,7,1,0
12,76.62,6,6,6,7,1,0
7,7.12,7,16,6,7,1,0
7,8.35,16,15,6,7,1,0
9,84.48,27,19,6,7,1,0
11,57.15,11,14,7,7,1,0
13,40.61,14,13,7,7,1,0
12,75.47,21,10,7,7,1,0
6,120.11,29,20,7,7,1,0
12,114.63,1,1,7,7,1,0
9,2.98,21,10,7,7,1,0
12,112.08,2,10,7,7,1,0
11,95.98,21,10,7,7,1,0
9,1.28,21,13,7,7,1,0
6,6.52,3,3,7,7,1,0
9,95.0,29,6,7,7,1,0
7,108.23,5,10,7,7,1,0
12,72.77,5,10,7,7,1,0
6,7.34,5,7,7,7,1,0
12,120.26,11,12,7,7,1,0
13,28.45,13,18,7,7,1,0
13,45.61,4,4,7,7,1,0
7,6.15,11,19,7,7,1,0
13,57.31,16,4,8,7,1,0
11,92.72,17,7,8,7,1,0
11,65.5,17,3,8,7,1,0
12,91.06,28,0,8,7,1,0
13,36.86,8,9,8,7,1,0
4,670.12,0,0,8,7,1,0
11,84.96,15,19,8,7,1,0
12,82.72,10,7,8,7,1,0
3,14.94,34,1,8,7,1,0
11,64.16,4,2,8,7,1,0
11,69.9,11,12,8,7,1,0
12,100.93,17,3,8,7,1,0
11,47.0,21,13,8,7,1,0
12,183.96,5,5,8,7,1,0
11,69.41,10,7,8,7,1,0
11,85.95,10,7,8,7,1,0
8,40.37,15,6,8,7,1,0
9,99.09,7,2,8,7,1,0
7,5.66,2,7,9,7,1,0
6,296.11,16,4,9,7,1,0
11,85.84,21,13,9,7,1,0
12,53.82,25,18,9,7,1,0
11,36.1,4,4,9,7,1,0
7,1433.22,17,7,9,7,1,0
9,7.17,17,7,9,7,1,0
12,230.48,2,14,9,7,1,0
12,111.87,9,8,9,7,1,0
11,46.59,13,18,9,7,1,0
7,4.82,33,15,9,7,1,0
9,11.64,0,5,9,7,1,0
9,4.4,31,9,10,7,1,0
11,47.87,11,3,10,7,1,0
6,3.33,0,5,10,7,1,0
12,89.83,7,2,10,7,1,0
9,3.49,3,3,10,7,1,0
6,48.22,29,20,10,7,1,0
7,2.51,2,8,11,7,1,0
11,47.5,13,1,11,7,1,0
12,58.67,2,2,11,7,1,0
13,54.05,14,13,11,7,1,0
12,150.1,11,19,11,7,1,0
13,79.1,8,9,11,7,1,0
12,82.16,2,10,11,7,1,0
3,32.86,18,14,12,7,1,0
9,2.31,2,9,12,7,1,0
8,26.95,13,18,12,7,1,0
5,126.6,2,14,12,7,1,0
2,174.06,25,16,12,7,1,0
2,112.88,15,19,12,7,1,0
8,116.66,1,11,12,7,1,0
10,424.14,21,10,12,7,1,0
5,108.99,5,5,12,7,1,0
1,8.26,6,11,12,7,1,0
8,89.6,8,9,12,7,1,0
3,5.79,18,14,12,7,1,0
2,36.43,15,6,12,7,1,0
6,5.1,1,1,12,7,1,0
3,98.65,16,4,12,7,1,0
1,21.47,23,16,12,7,1,0
1,30.65,30,15,12,7,1,0
1,66.28,1,11,12,7,1,0
3,19.05,17,3,12,7,1,0
5,4.95,13,1,12,7,1,0
5,4.08,10,7,12,7,1,0
1,69.6,4,4,12,7,1,0
0,93.42,23,16,12,7,1,0
8,44.27,1,20,12,7,1,0
10,9.22,12,5,12,7,1,0
2,30.77,11,19,12,7,1,0
1,51.6,10,7,12,7,1,0
4,8.29,13,1,13,7,1,0
6,1.09,21,13,13,7,1,0
0,52.98,29,20,13,7,1,0
9,453.52,4,4,13,7,1,0
2,65.37,16,15,13,7,1,0
1,66.18,6,6,13,7,1,0
2,36.12,5,5,13,7,1,0
1,69.81,8,8,13,7,1,0
4,152.57,27,19,13,7,1,0
2,4.08,9,10,13,7,1,0
6,19.89,11,14,13,7,1,0
1,201.56,5,5,13,7,1,0
1,74.02,11,14,13,7,1,0
0,31.44,9,10,13,7,1,0
3,63.9,11,12,13,7,1,0
1,12.31,2,9,13,7,1,0
2,7.53,3,3,13,7,1,0
1,141.68,16,4,13,7,1,0
3,153.11,5,7,13,7,1,0
1,6.9,11,11,14,7,1,0
3,46.9,29,20,14,7,1,0
2,60.45,11,19,14,7,1,0
3,70.34,26,8,14,7,1,0
10,3.84,31,9,14,7,1,0
7,9.01,13,1,14,7,1,0
5,54.67,8,9,14,7,1,0
2,9.62,8,8,14,7,1,0
2,52.77,11,3,14,7,1,0
3,78.6,27,19,14,7,1,0
5,13.11,2,2,14,7,1,0
3,115.46,0,5,14,7,1,0
2,45.43,11,20,14,7,1,0
8,7.63,4,2,14,7,1,0
3,35.37,8,8,15,7,1,0
8,25.19,29,20,15,7,1,0
1,18.9,11,19,15,7,1,0
5,65.06,11,11,15,7,1,0
2,57.09,18,14,15,7,1,0
10,4.65,2,8,15,7,1,0
1,18.95,4,4,15,7,1,0
2,85.24,8,2,15,7,1,0
1,14.57,2,10,15,7,1,0
3,149.3,2,8,15,7,1,0
9,9.75,25,18,15,7,1,0
0,64.01,1,11,15,7,1,0
4,67.31,13,1,15,7,1,0
5,1.53,22,12,15,7,1,0
1,68.9,16,4,15,7,1,0
3,46.05,6,6,15,7,1,0
3,12.05,4,4,15,7,1,0
1,43.39,11,12,15,7,1,0
0,47.12,16,4,15,7,1,0
1,100.82,4,2,15,7,1,0
2,87.43,16,4,15,7,1,0
2,22.58,22,12,15,7,1,0
8,51.06,5,5,15,7,1,0
3,162.97,10,7,16,7,1,0
1,77.57,0,0,16,7,1,0
1,38.18,4,2,16,7,1,0
5,79.19,35,3,16,7,1,0
1,9.97,16,4,16,7,1,0
10,3.01,1,1,16,7,1,0
1,113.72,11,11,16,7,1,0
10,1.09,11,3,16,7,1,0
2,140.25,16,15,16,7,1,0
3,67.09,11,19,16,7,1,0
10,9.37,5,10,16,7,1,0
3,239.27,11,12,16,7,1,0
2,65.99,11,3,16,7,1,0
8,30.93,8,8,16,7,1,0
8,16.77,26,8,16,7,1,0
1,99.27,5,5,16,7,1,0
4,9.09,22,12,16,7,1,0
4,8.83,2,10,16,7,1,0
1,34.8,30,15,16,7,1,0
0,154.69,8,8,16,7,1,0
1,50.43,27,19,16,7,1,0
10,1.46,34,1,17,7,1,0
8,28.81,5,7,17,7,1,0
8,5.28,4,4,17,7,1,0
2,44.2,1,1,17,7,1,0
4,6.04,1,1,17,7,1,0
4,58.43,5,5,17,7,1,0
2,113.68,10,7,17,7,1,0
0,59.45,13,18,17,7,1,0
3,11.93,32,11,17,7,1,0
8,35.41,12,5,17,7,1,0
4,17.63,8,9,17,7,1,0
3,13.7,7,15,17,7,1,0
3,56.7,6,6,17,7,1,0
0,54.04,11,19,17,7,1,0
8,3.84,11,12,17,7,1,0
1,40.02,3,3,17,7,1,0
8,62.58,20,18,17,7,1,0
10,431.79,30,14,18,7,1,0
2,37.61,2,14,18,7,1,0
0,64.78,13,1,18,7,1,0
5,9.31,16,4,18,7,1,0
1,55.81,6,11,18,7,1,0
6,11.25,2,8,18,7,1,0
7,6.62,6,6,18,7,1,0
4,68.48,21,13,18,7,1,0
5,36.59,11,11,18,7,1,0
1,61.14,27,19,18,7,1,0
2,158.89,20,1,18,7,1,0
3,81.28,27,19,18,7,1,0
4,8.07,2,14,18,7,1,0
5,19.39,17,3,18,7,1,0
0,22.22,17,7,18,7,1,0
3,70.24,2,9,18,7,1,0
4,4.47,11,21,18,7,1,0
9,95.65,8,9,18,7,1,0
0,16.12,21,1,18,7,1,0
8,62.93,5,5,18,7,1,0
1,93.37,2,14,19,7,1,0
10,2.37,6,19,19,7,1,0
8,6.58,7,15,19,7,1,0
10,7.43,16,4,19,7,1,0
6,1.72,4,4,19,7,1,0
6,2.03,8,2,19,7,1,0
1,41.1,5,10,19,7,1,0
2,9.61,11,19,19,7,1,0
6,1.04,11,14,19,7,1,0
1,14.76,10,7,19,7,1,0
5,90.51,9,10,19,7,1,0
1,68.11,12,5,19,7,1,0
2,63.1,5,5,19,7,1,0
0,189.02,6,6,19,7,1,0
1,49.94,11,14,19,7,1,0
3,22.01,14,13,19,7,1,0
4,579.62,2,8,19,7,1,0
8,32.65,2,9,19,7,1,0
5,103.88,6,6,19,7,1,0
8,20.35,8,9,19,7,1,0
6,7.97,11,12,19,7,1,0
3,161.64,30,15,19,7,1,0
8,8.95,6,11,20,7,1,0
2,14.77,1,1,20,7,1,0
9,7.4,11,12,20,7,1,0
4,9.15,7,15,20,7,1,0
4,9.89,8,2,20,7,1,0
2,82.23,10,7,20,7,1,0
1,25.53,33,20,20,7,1,0
1,7.68,6,6,20,7,1,0
3,6.97,13,1,20,7,1,0
7,63.85,8,2,20,7,1,0
2,69.45,30,14,20,7,1,0
2,11.92,11,3,20,7,1,0
5,15.84,1,11,20,7,1,0
5,80.77,16,4,20,7,1,0
8,58.37,2,14,20,7,1,0
1,29.86,22,12,20,7,1,0
4,2.79,25,18,20,7,1,0
2,132.47,11,11,20,7,1,0
1,99.51,30,0,20,7,1,0
6,10.09,4,4,20,7,1,0
9,3.33,32,11,20,7,1,0
3,38.31,26,8,20,7,1,0
1,20.69,22,12,20,7,1,0
4,4.31,2,8,21,7,1,0
0,37.37,2,14,21,7,1,0
2,52.51,6,6,21,7,1,0
9,7.91,8,2,21,7,1,0
6,1.16,2,2,21,7,1,0
2,72.26,26,8,21,7,1,0
2,29.0,13,1,21,7,1,0
4,1.56,2,7,21,7,1,0
6,6.28,21,13,21,7,1,0
0,3.45,17,7,21,7,1,0
4,2.94,8,2,21,7,1,0
4,133.54,7,15,21,7,1,0
9,4.55,4,4,21,7,1,0
1,53.55,30,14,21,7,1,0
4,1.95,11,12,21,7,1,0
8,68.09,31,9,21,7,1,0
8,9.07,2,2,21,7,1,0
3,36.13,14,21,21,7,1,0
1,22.17,2,14,21,7,1,0
5,2.76,15,19,21,7,1,0
1,80.95,33,15,21,7,1,0
8,32.44,5,5,21,7,1,0
5,1.83,21,13,21,7,1,0
8,3.69,16,15,21,7,1,0
0,90.68,8,2,22,7,1,0
8,64.93,8,9,22,7,1,0
10,8.9,0,0,22,7,1,0
6,23.15,5,5,22,7,1,0
9,7.99,16,4,22,7,1,0
1,189.43,16,4,22,7,1,0
1,61.2,28,3,22,7,1,0
2,128.26,13,18,22,7,1,0
3,16.94,11,3,22,7,1,0
1,46.28,28,0,22,7,1,0
10,8.5,2,8,22,7,1,0
4,321.79,5,5,22,7,1,0
9,995.0,24,17,22,7,1,1
6,6.19,11,14,22,7,1,0
10,3.28,11,19,22,7,1,0
4,3.93,5,5,22,7,1,0
9,233.56,2,14,22,7,1,0
1,82.4,1,20,22,7,1,0
6,2.23,2,2,22,7,1,0
9,6.35,10,7,22,7,1,0
12,68.57,6,6,22,7,1,0
1,109.77,25,21,22,7,1,0
1,36.9,11,2,22,7,1,0
3,60.89,1,11,22,7,1,0
9,1.3,2,14,22,7,1,0
0,66.44,19,0,22,7,1,0
0,94.09,22,12,22,7,1,0
5,43.7,0,20,22,7,1,0
5,15.19,11,14,22,7,1,0
7,2.07,13,1,22,7,1,0
4,951.91,24,17,23,7,1,1
1,13.56,2,2,23,7,1,0
10,504.31,20,18,23,7,1,0
5,32.96,17,3,23,7,1,0
1,71.43,2,10,23,7,1,0
6,2.45,13,1,23,7,1,0
4,8.81,21,13,23,7,1,0
9,48.3,2,9,23,7,1,0
1,4.77,1,1,23,7,1,0
5,127.51,9,8,23,7,1,0
4,7.8,2,8,23,7,1,0
9,9.4,16,4,23,7,1,0
1,89.15,14,13,23,7,1,0
0,6.12,4,2,23,7,1,0
0,29.5,12,5,23,7,1,0
9,5.24,11,12,23,7,1,0
5,24.19,16,15,23,7,1,0
5,31.94,1,1,23,7,1,0
5,104.36,29,20,23,7,1,0
1,102.69,16,4,23,7,1,0
4,1141.38,24,17,23,7,1,1
7,6.63,10,7,23,7,1,0
5,6.88,9,8,23,7,1,0
1,57.08,2,14,23,7,1,0
3,42.81,1,1,23,7,1,0
2,31.45,2,8,23,7,1,0
5,44.68,2,14,23,7,1,0
8,88.31,14,13,23,7,1,0
11,96.97,1,20,0,7,2,0
12,137.53,5,7,0,7,2,0
7,5.13,5,10,0,7,2,0
7,122.46,21,10,0,7,2,0
12,102.16,17,3,0,7,2,0
11,37.15,31,15,0,7,2,0
12,66.89,18,14,0,7,2,0
11,83.64,5,10,0,7,2,0
12,207.16,2,9,0,7,2,0
3,2.24,15,19,0,7,2,0
11,41.61,26,8,0,7,2,0
12,120.89,14,21,0,7,2,0
7,178.99,2,10,0,7,2,0
6,119.47,23,16,0,7,2,0
12,269.01,24,17,0,7,2,1
12,102.56,22,12,0,7,2,0
8,113.81,33,15,0,7,2,0
13,50.9,27,19,0,7,2,0
4,9.56,21,10,0,7,2,0
11,58.84,5,7,0,7,2,0
6,246.04,8,9,1,7,2,0
